12239	0
83	87
98	41
57	7
76	20
32	91
86	61
56	22
80	19
27	90
100	88
25	7
30	75
70	71
3	100
87	31
2	75
93	29
35	92
8	4
89	23
5	40
1	5
17	39
18	51
87	46
71	55
93	55
66	1
30	16
63	27
69	46
82	19
4	30
43	62
80	37
22	83
50	85
23	62
13	4
60	34
100	22
24	17
10	7
62	18
38	27
78	21
61	54
50	8
53	31
26	81
13	52
83	42
81	15
8	49
6	92
44	1
54	11
14	14
97	59
62	74
72	58
74	66
100	3
7	25
13	65
48	47
64	21
48	81
56	98
8	20
73	70
62	46
85	8
1	40
77	100
97	83
68	36
90	62
70	43
5	31
85	9
88	33
53	42
87	67
3	97
16	15
28	57
70	58
49	7
19	35
58	88
79	89
19	40
83	71
29	51
74	93
6	97
17	80
68	42
62	44
86	93
81	90
26	51
25	86
20	22
25	7
14	100
58	52
35	66
57	26
36	36
14	15
14	92
12	55
69	66
80	76
49	88
85	88
37	9
77	44
76	68
53	6
5	25
44	19
18	19
92	26
75	32
59	37
1	87
62	42
52	61
8	43
91	75
51	90
37	51
1	85
23	28
91	27
63	51
56	43
83	43
1	28
47	14
3	37
79	68
47	15
52	69
7	16
87	47
24	56
98	63
9	94
96	26
47	50
57	93
69	45
95	21
29	10
92	66
52	84
99	13
98	66
88	54
17	24
98	9
54	25
73	98
90	99
2	63
7	20
8	12
35	31
24	24
58	17
23	68
14	28
95	25
5	22
20	5
63	60
60	81
16	17
45	32
74	59
72	84
85	53
2	95
12	86
97	95
52	71
62	17
18	4
62	15
51	100
69	2
73	2
82	71
47	68
8	62
33	41
59	99
73	60
93	9
50	85
66	80
84	29
33	21
21	33
43	81
68	34
30	9
6	79
2	84
22	49
52	26
10	58
71	24
12	2
42	42
3	16
65	76
69	23
16	39
35	54
73	48
77	76
88	66
15	37
56	37
88	48
67	2
32	72
12	15
67	9
84	63
48	75
50	55
91	92
3	47
17	8
4	14
58	63
100	86
84	19
21	26
72	55
81	22
56	20
61	5
88	54
55	24
22	85
72	71
79	20
57	19
25	99
54	90
15	87
89	62
79	30
69	37
91	39
22	90
61	69
23	34
37	9
39	32
28	74
28	52
28	5
46	73
99	95
80	32
86	100
17	76
45	71
66	8
37	7
90	87
7	82
61	20
88	54
30	35
78	14
42	14
69	76
92	47
21	84
19	96
95	7
48	88
15	22
99	69
39	57
91	8
17	87
11	85
92	57
69	86
46	82
36	38
64	5
62	65
65	57
32	95
99	6
77	96
78	44
24	25
84	78
16	26
38	5
99	59
18	17
77	32
61	77
79	38
39	61
42	91
35	76
85	96
98	51
18	26
90	9
23	87
51	19
46	90
78	82
65	62
27	23
93	9
46	17
27	57
83	71
97	94
98	36
80	98
25	75
67	60
71	40
69	95
22	100
42	94
56	73
48	6
81	53
30	42
43	38
13	66
76	86
80	15
10	8
98	37
68	54
12	82
69	12
79	24
97	66
20	10
33	26
11	13
40	54
2	27
55	71
63	78
100	4
89	36
54	4
36	15
87	22
49	65
59	7
88	91
79	91
97	12
36	93
32	86
14	74
79	3
84	37
20	32
92	99
94	92
95	45
79	82
16	32
42	86
77	33
95	100
6	3
41	77
3	33
99	51
35	64
30	31
100	85
51	72
40	88
92	72
76	82
67	90
72	82
8	39
84	13
59	8
40	1
93	92
20	2
21	59
100	4
93	49
71	26
70	93
59	2
65	5
73	15
29	67
21	84
97	69
36	14
30	70
60	21
11	38
33	88
46	11
1	23
55	4
8	51
30	88
20	64
44	25
3	33
45	1
13	80
44	43
86	72
17	23
77	99
78	39
22	6
7	68
91	16
13	49
19	43
89	87
59	86
100	93
37	98
62	5
47	20
74	46
87	39
12	23
42	92
92	24
23	92
13	30
53	54
42	84
79	70
53	3
3	89
57	24
3	84
77	23
13	9
35	10
76	33
44	90
16	44
11	46
60	16
32	44
40	38
79	2
70	22
64	52
42	62
44	61
20	23
39	28
47	85
67	51
37	44
71	56
78	30
96	70
25	60
52	99
64	83
65	94
70	99
20	28
2	85
26	25
93	65
90	96
87	42
14	20
57	54
